,date,User,Tweet
51,2022-11-23 18:40:16+00:00,Sheetal53402291,@aranyajibi @trish28c @fahmaankhan @TouqeerSumbul Same here😍😭
52,2022-11-23 18:38:53+00:00,Shitalhitesh03,@Farhint414 @SumbulKhanTeam @TouqeerSumbul @fahmaankhan Fahmaan ki wild card entry nhi hai
53,2022-11-23 18:38:23+00:00,isheetalangural,"परिवर्तन का संकल्प लिए गुजरात में भावनगर के अलग अलग इलाक़ों में जा रहे हैं। 

विधायक श्री शीतल अंगुराल जी भावनगर वैस्ट में स्थानीय प्रत्याशी @KoliRajuSolanki के हक़ में जनसभा को संबोधित करते हुए।

#EkMokoKejriwalNe
#OnlyAAP https://t.co/66west2Sff"
54,2022-11-23 18:36:45+00:00,sheetalERS7080,"@DBhaskarHindi @ShivThakare9 @ShivThakareFC @addictbiggboss Akela banda hai jo pure gharko Sambhalta hai...kona pakad k pada nahi rehta....kisike khane ki plate me jhak kr nahi dekhta jo..bakri ki Tarah me ye me  vo nahi krta kisika gala nahi pakadta also fake relationships nahi rakhta..jo hai real hai...

#ShivThakare"
55,2022-11-23 18:33:54+00:00,Shitalhitesh03,@Sab_august I wish ye ronewala promo pehle hi uske bd Fahmaan ki entry ki khushi ho sum but ye shalin and Tina wala promo bahot danger tha yr i really wish ye sab pro ke bd Fahmaan ki entry ho taaki sum ke face pr khushi bani rahe
56,2022-11-23 18:32:39+00:00,sheetalERS7080,"@VootSelect @ShivThakare9 Obviously 
 
#ShivThakare 

#Shiv"
57,2022-11-23 18:30:20+00:00,sheetalERS7080,"@VootSelect @ShivThakare9 He is king of bb house..

#ShivThakare"
58,2022-11-23 18:29:08+00:00,sheetalERS7080,@vinayak98155416 Pcc fans...pehle tweet dekho fir bots valonko bhejo coz funny pucha hai irritating nahi 🤣🤣🤣
59,2022-11-23 18:27:43+00:00,sheetalERS7080,"@ColorsTV @ShivThakare9 @BeingSalmanKhan Ye pyaar Vala drama dikhana band karo isse humlog serials me movies mein dekh dekh k pak Gaye hai....or Haan shiv ne jo bhi maang ki hai puri kar dena..akela banda show chala raha hai...

#ShivThakare #ShivKiSena"
60,2022-11-23 18:27:24+00:00,Sheetal1842,It has nothing to do with body.
61,2022-11-23 18:27:17+00:00,rklogy,@Team_Abdu_Rozik @Abdurozikmusic Trophy tu colors ke pass rehti h ...jab se sheetal ai ha last yr se.😪
62,2022-11-23 18:25:15+00:00,Sheetal1842,Name
63,2022-11-23 18:24:59+00:00,Sheetal1842,"People who don't know the  except Ronaldo, Messi and Neymar are talking about football now."
64,2022-11-23 18:22:08+00:00,sheetalERS7080,"@BiggBoss_Tak Exactly 💯 

#ShivThakare"
65,2022-11-23 18:22:08+00:00,sheetalbhagwat4,Oh no😭 RIP sir 🙏 https://t.co/2fGwiII1Ic
66,2022-11-23 18:21:49+00:00,Shitalhitesh03,@brishtart Muje to neend hi nhi aayegi
67,2022-11-23 18:21:26+00:00,sheetalbhagwat4,@inactivetwinkle Actually😂😂
68,2022-11-23 18:20:46+00:00,Shitalhitesh03,@Prachee_17 Are mai to khushi se pagal ho gayi continue smile kiye jaa rahi hu lagta nhi neend aayegi
69,2022-11-23 18:20:41+00:00,sheetalERS7080,"@sushantkumarmal @TrueKhabri @ShivThakare9 Ooollleeee teli jali naa isiliye bakvas kalne aaya hai chulyanka ki talaf se..Abe totle pehle acchese bolna to sikh le 🤣🤣🤣.

#ShivThakare #ShivIsTheBoss #BBKingShiv"
70,2022-11-23 18:18:38+00:00,sheetal14105102,@SameerSRK02 @iamsrk @JrSrkShub @TheRitikKumar1 @TeamSRKWarriors @rangrezaaaaa @JrSrkAyuu Flop
71,2022-11-23 18:15:33+00:00,Shitalhitesh03,@flower_10111 Ye sum ka bday gift hai BB ki taraf se
72,2022-11-23 18:15:10+00:00,Sheetal1842,You just need to be idiot.
73,2022-11-23 18:15:05+00:00,sheetalERS7080,"@TheKhabriTweets Pehle to ye bata tu konsa bb dekhta h...bakiyo ki Tarah use koi updates nahi mil rahi fir bhi bande mein akele show chalane ka jigra hai...tu bas yaha baithe baithe bakvas tipniya deta reh..tu chatukar lag raha h muze pcc ka chatu.

#ShivThakare #BBKingShiv"
74,2022-11-23 18:10:44+00:00,sheetalERS7080,@ImGoriNagori #ShivThakare
75,2022-11-23 18:09:43+00:00,Sheetal53402291,@justvoot Sumbul #SumbulTouqeerKhan
76,2022-11-23 18:07:50+00:00,Sheetalwank10,@justvoot Ankit! Ankit! Only Ankit!
77,2022-11-23 18:06:33+00:00,sheetal18232400,@koinahisamjhega @bitcoinlayakya 🥲🥲🥲🥲🥲
78,2022-11-23 18:05:41+00:00,SheetalSunderji,"An open floor plan is perfect for entertaining. 

With this kitchen, hosting friends and family for the holidays would be a breeze. https://t.co/xaceu7qJpb https://t.co/Sa4Gp4QsNW"
79,2022-11-23 18:05:38+00:00,sheetalERS7080,"@DBhaskarHindi @ShivThakare9 @ShivThakareFC @addictbiggboss Shiv ki wajah se show chal raha h...koi drama nahi dusro ki Tarah kisi k bhi bareme bitching nahi..jo hai straight forward bolta hai...

He have all winner qualities #ShivThakare #BBKingShiv"
80,2022-11-23 18:05:30+00:00,Shitalhitesh03,Oye yr BB ke promo me Fahmaan waw yr i know wo show ke promotion ke liye gaya hai but sum to usko dekhte hi khush ho gayi waw ♥️♥️♥️♥️♥️♥️#SuMaan forever true and pure bond
81,2022-11-23 18:01:04+00:00,Sheetal09967737,@dilberkhandhad1 Mjk kr rha tha vo bkws Mt kro
82,2022-11-23 18:00:37+00:00,jkknwrsheetal,"@MumbaiPolice @MumbaiPolice the music has stopped, Thank you! Wondering why were they allowed to play above permissible limit for over 4 hours and why the music did not stop inspite of calling 100 thrice."
83,2022-11-23 18:00:35+00:00,sheetalERS7080,"@DBhaskarHindi @ShivThakare9 @ShivThakareFC @addictbiggboss He is calm, genuine, kind hearted, mastermind ,game Changer

#ShivThakare"
84,2022-11-23 17:59:04+00:00,sheetalERS7080,"@DBhaskarHindi @ShivThakare9 @ShivThakareFC @addictbiggboss Winner 🏆 

#ShivThakare"
85,2022-11-23 17:58:42+00:00,SheetalJaitly,#WorldcupQatar2022 Who will win today? 🇧🇪🇨🇦
86,2022-11-23 17:58:23+00:00,sheetal18232400,@koinahisamjhega @bitcoinlayakya 😒😒😒😒 ladkion se cidhne wale log😒😒😒😒😒
87,2022-11-23 17:57:23+00:00,sheetalERS7080,"@DBhaskarHindi @ShivThakare9 @ShivThakareFC @addictbiggboss There is Only one king 

#ShivThakare 🏆"
88,2022-11-23 17:51:50+00:00,sheku8521,@sheetalmhatre1 #Sheetal_Mhatre_gaddar हे ठिक आहे.
89,2022-11-23 17:51:24+00:00,SheetalBala12,"India, Gabon hold first Foreign Office Consultations

https://t.co/vpkFZqDCJw"
90,2022-11-23 17:50:09+00:00,Dileep639,@Sun__shine___yi @ColorsTV Sheetal mam Mail kiya hu wildcard mujhe cast kar lo...🤣
91,2022-11-23 17:46:01+00:00,SheetalPronamo,@SudipDa63728419 True that
92,2022-11-23 17:45:54+00:00,SheetalPronamo,@TheAdVarun What choice do they have
93,2022-11-23 17:45:07+00:00,Sheetal1842,"I never told anyone but once I paid 5000 to wrong account, I feel sad when I think about it🥲🥲😭"
94,2022-11-23 17:41:23+00:00,jkknwrsheetal,"@CPMumbaiPolice At Pratiksha Nagar, Society M3, Sion East, Loud speakers are playing way over permissible limits since 7pm and on till now. Called the helpline thrice with absolutely no respite."
95,2022-11-23 17:38:41+00:00,jkknwrsheetal,"@MumbaiPolice At Pratiksha Nagar, M3, Sion East, theres loud speaker playing way over permissible limit and  crossed the timeline to play as well, Inspite of calling the helpline thrice there’s no respite."
96,2022-11-23 17:37:50+00:00,deathicey,@TheAthleticFC @lukedbrown …but it’s being held in Qatar… the hypocrisy is loud. Clearly shows they really only care about themselves and no other values unless it affects them monetarily.
97,2022-11-23 17:36:49+00:00,Nvrr333Rao,@SweetAnusha111 @nagin_madhu @mastarni_madhu @PiyuEndless @SanskrutiKapoor @itihot_mama @Sheetal_priya7 Goodnight
98,2022-11-23 17:36:13+00:00,Nvrr333Rao,@nagin_madhu @mastarni_madhu @PiyuEndless @SanskrutiKapoor @itihot_mama @Sheetal_priya7 Good
99,2022-11-23 17:35:38+00:00,B224Sheetal,@unavailable1009 😃. मला तर अजून ही कळलेलं नाही ते गाणं.
100,2022-11-23 17:35:28+00:00,GJyoti,@Rohit20951680 Yes dats True💯💯 kids ko gadgets or expensive items hi chahiye ajkal.. and all big schools r just showoff.. proper education to milti nhi schools me
101,2022-11-23 17:34:26+00:00,sheetal8222,"Mindblowing episode 
And what a stellar performance by
 @TheRupali @iamgauravkhanna, you guys @TheRupali @iamgauravkhanna truly rocked onscreen today. ITV is truly blessed to have such phenomenal actors.
#Anupamaa #AnujKapdia #MaAn"
102,2022-11-23 17:34:18+00:00,B224Sheetal,@BoltaHindustan शायद सपनो में
103,2022-11-23 17:30:40+00:00,GJyoti,@indiaforums @neilbhatt4 Whats new or different in that????
104,2022-11-23 17:30:26+00:00,B224Sheetal,@unavailable1009 😄😄
105,2022-11-23 17:27:48+00:00,Sheetal1842,Tattoo can literally fix you.
106,2022-11-23 17:25:49+00:00,who_is_snehAa,@Jigs9978 Sheetal kon h
107,2022-11-23 17:23:11+00:00,Sheetal09967737,@notyourseher Me
108,2022-11-23 17:23:04+00:00,VCHANDRASHEKAR1,@clumsy_gurll Sheetal mam fixed winner this year
109,2022-11-23 17:22:06+00:00,1KosmosBlockID,"💡""I imagine a world that makes a concerted effort to move towards a digital identity that is portable, privacy-preserving, and creates trustworthy interactions.""

Read more from Sheetal Elangovan in her @timesofindia article: https://t.co/0cB5MgpwKH

#blockchain #cybersecurity https://t.co/xRojuJsNMf"
110,2022-11-23 17:19:35+00:00,Nehasha82729979,Kisi Ka boss bae tag Priyanka ko Dedi rangu Sheetal ne sheetal to seasonal nikhla https://t.co/Af8gr4cnoP
111,2022-11-23 17:18:27+00:00,sheetal18232400,"1. @HelloSakshiii bhai tera matter 🥲
2.pata nai m MBBS wali hu
3.Han to sidha tl m intract karke bolo na😌 https://t.co/Qoqbs7p5e5"
112,2022-11-23 17:14:52+00:00,Sheetal1842,"City of dreams😴💭. 
#Throwback #mymumbai #Mumbai https://t.co/0oPZWoSbWQ"
113,2022-11-23 17:12:35+00:00,deathicey,@CaliberJacob Panda in S?! Canes and Culvers that low on the list?! Denny’s at A… this tierlist is for impressions no shot.
114,2022-11-23 17:12:13+00:00,SheetalBasi,@alisoncaplan So sorry Alison heartbreaking 🙏🏽💔
115,2022-11-23 17:11:58+00:00,SheetalSalunke7,@Shehzad113212 @real_khabri_1 Unhone iss bat ke liye sorry bola hai.. But jo ghar me ho raha hai wo kya hai?
116,2022-11-23 17:04:02+00:00,sheetal18232400,"@Raghavg175 Meko paise Do

M song idea ki bharmar de du😂"
117,2022-11-23 17:03:57+00:00,writesinLA,"@sheetalsheth @penguinrandom @MMPress_ So happy to see this, Sheetal!! Love it!"
118,2022-11-23 17:02:50+00:00,sheetal18232400,"@Raghavg175 Why it's called I m in love and not ""pyar hua ikrar hua hai pyar se fir kyu darta hai dil"" 😌"
119,2022-11-23 17:01:54+00:00,SheetalSalunke7,@_GoriNagori_ Thx gori ji..respect for that..
120,2022-11-23 17:00:24+00:00,spinkygal,@Aryanlegend https://t.co/AudNSK8rDY
121,2022-11-23 16:59:53+00:00,spinkygal,@WorldofAndyCapp Surely the job centre people need a lesson in Customer Service...maybe Andy can be the trainer...training at the pub
122,2022-11-23 16:57:33+00:00,SheetalRajputN,"#GujaratPolls2022 #0930PM #SpecialReport #News24 
गुजरात में BJP के अभेद्य किले 'सूरत ' की बिग फाइट!
https://t.co/JPSuSbI4OA https://t.co/gwaa4e7mQe"
123,2022-11-23 16:55:41+00:00,SheetalJaitly,@HeyNurseKat @Alberta87846145 @Snowcow79 @eroded1 @RichardBethell @SheilaGunnReid Pls share findings that icu is overrun by unvaccinated
124,2022-11-23 16:55:34+00:00,MangroliyaNare1,@Sheetal_Parekh_ Right.      અધૂરી. અધૂરી.
125,2022-11-23 16:55:11+00:00,SheetalJaitly,@eroded1 @HeyNurseKat @Snowcow79 @Alberta87846145 @RichardBethell @SheilaGunnReid I’m Canadian - people can’t get a family dr or meds for their kids- they have no option but to go to hospital and most times when it’s too late
126,2022-11-23 16:53:22+00:00,sheetal_bsakpal,@JeenalNGalaINC @Asifrahmanmolla 😕💔💔 truly shocking. May his soul RIP🙏
127,2022-11-23 16:49:56+00:00,RujiYata,"@Jigs9978 Sajid sheetal😂😂🙏
WE STAND BY SUMBUL"
128,2022-11-23 16:47:17+00:00,sexiasrm,Valhalla phase 3 go go🙌 @MalikAl96342285 @sheetal_85goel @DuongTrickLo111 @corymacncheese @SaadYasin_1 @Imrank88943 @RRwifestealer @Mohamed21710704 @NumanRaj81 @CabayeMajor @sellmeyourNFT @DaoudaKonate343 @Sarudraws https://t.co/uXLMgYlDTu
129,2022-11-23 16:42:53+00:00,Narayan98296699,@Gubyad_Savitri @Gubyad_Snehal @KolsulkarNina @PrachiShintre1 @shiv_kabbure @Gopi_v7137 @NeneSiddhi @PareSnehal @Sheetal_Hindu @SnehalPatil4SP @Pratham_611 Hindu hai isliye yai desh secular hai or yai mulle ush secular ka faida utha rahe hai😡🤬
130,2022-11-23 16:41:33+00:00,SamMehr01946066,@Jigs9978 Sheetal kon h bhai
131,2022-11-23 16:41:16+00:00,Sheetal1842,"Pakistani music, fast bowlers and.. 🔥🔥"
132,2022-11-23 16:40:54+00:00,MissBalpreet,"Finally the truth comes out they trying to make priyanka win,
# sheetal  ma’am 2.0 pending 
#bigboss has totally lost it after the 13th season 
Chall let’s see what they got planned sorry I meant scripted 🙂 https://t.co/1p1r1lO9E3"
133,2022-11-23 16:38:23+00:00,sheetal07340984,@ColorsTV @justvoot @TheNishantBhat @sritianne Only #GashmeerMahajani https://t.co/oDP1Axzx3R
134,2022-11-23 16:36:28+00:00,SheetalYadavG,@justvoot Ankit
135,2022-11-23 16:33:00+00:00,sheetalnayak03,@AnuragSinghDeo3 🤣🤣🤣
136,2022-11-23 16:29:30+00:00,sheetal07340984,@pinkisaha999 @Deb31358820 @NaaginBlockbus1 Only one FL in original storyline
137,2022-11-23 16:28:30+00:00,sheetal_bsakpal,When was the last time it was in Gujarat to ruin it?😐 https://t.co/AB0MxEgiv5
138,2022-11-23 16:27:39+00:00,she_et_al,"Still waiting for you to call me back regarding #Bill23 as I was told you would, @DaveSmithPtbo. I expect you would speak with your constituents who are concerned about this bill before the final vote? https://t.co/RWpUGnNZNP"
139,2022-11-23 16:27:27+00:00,BornToConquerrr,@sbaisha08 Uss ladali ko ye nahi pata ki sheetal ne usako vamp bana diya hai bahar 😂
140,2022-11-23 16:23:55+00:00,sheetal_mp,"@iamRashmika ನ್ಯಾಶನಲ್ ಡಗಾರ್...  ನಿಯತ್ತಿಲ್ಲದ ದರ್ವೆಸಿ ನೀನು,"
141,2022-11-23 16:22:32+00:00,sheetal_009020,WTF are these headlines?? https://t.co/2YgQVUjAAI
142,2022-11-23 16:22:16+00:00,sbaisha08,@BornToConquerrr Yeh bhi sheetal ki laadli ha
143,2022-11-23 16:19:56+00:00,SheetalSalunke7,@real_khabri_1 Jis pita ki beti ka character uchala ja raha hai wooo kya kare...mere pita ne bhi same yahi karenge
144,2022-11-23 16:14:47+00:00,babusheetal,"@Nikkuale @PMModiFC @AskAnshul Beta nikhil, kounsa Nasha kartey ho ? Free Walla ya sasta Walla ??"
145,2022-11-23 16:14:18+00:00,babusheetal,@Trishoolin21 @AskAnshul I see what u did there😜
146,2022-11-23 16:13:20+00:00,sahilwani1919,@Gubyad_Savitri @Gubyad_Snehal @KolsulkarNina @PrachiShintre1 @shiv_kabbure @Gopi_v7137 @NeneSiddhi @PareSnehal @Sheetal_Hindu @SnehalPatil4SP @Pratham_611 Bhagwadhari ☕️ https://t.co/LAS9AbUkYv
147,2022-11-23 16:12:25+00:00,Sheetal31492793,@chartdatabts_ let's go Indian armys 💜
148,2022-11-23 16:08:07+00:00,SheetalPronamo,"The Hanuman temple was demolished in Abu, Rajasthan.. When the Hiπdu community raised their voice against it, they  were beaten with sticks and Jailed 

This is Ashok Gehlot 's Congress sarkar if Rajasthan https://t.co/pgKNQ2Gbhb"
149,2022-11-23 16:08:00+00:00,haiderdar1234,@admirer_teja thanks to sheetal mam and colours
150,2022-11-23 16:06:52+00:00,KandariSheetal,@mohbhg जय श्री राम 🚩
151,2022-11-23 16:04:46+00:00,sheetal_bsakpal,@blah_blu_blee 🥺 hope it's better tomorrow 🫂🫂💕
152,2022-11-23 16:00:33+00:00,Sachin_Gupta869,"@sheetal18232400 Bechari ko sadma lag gaya hai, koi ni ....
Get well soon sheetal 🥲"
153,2022-11-23 15:56:28+00:00,MangroliyaNare1,"@Sheetal_Parekh_ વાહ. એ તો. આંખો કી. મસ્તી મેં.  
  Very Nice......  જય શ્રી કૃષ્ણ"
154,2022-11-23 15:40:00+00:00,SheetalGujare,*गुजरात विधानसभा निवडणूक प्रचार: @RamVSatpute @Dev_Fadnavis @AmitShah @BJP4Maharashtra https://t.co/ULIVjYeEOC
155,2022-11-23 15:34:44+00:00,saravan78491169,"@SheetalRajputN Rocking babe sheetal, I can see the fire in your eyes👍🌹"
156,2022-11-23 15:26:45+00:00,SheetalRajputN,"#निष्पक्षन्यूज #9PM #News24 
सत्येन्द्र जैन पर BJP का वार, जेल में क्यों मिल रहा फलाहार?
तेजस्वी और नीतीश से मुलाकात, आदित्य ठाकरे की क्या हुई बात?
दिन की तमाम राजनीतिक हलचल #निष्पक्षन्यूज #9PM #News24 https://t.co/7GN2nxO7L4"
157,2022-11-23 15:24:19+00:00,Sheetal83879466,@Sau_m_ya शुभ रात्रि बहना
158,2022-11-23 15:22:59+00:00,crestnfeallen,Just registered!! Go go next blue chip!!!🙌 @sandeepyadav445 @AncusMaximus @Atahualp81 @floirellexyz @AdiAjikumar @tanha__e @Harshk624462 @me_shrak @stefaniaulia71 @Vijay_fan007 @0Tamilzhan @MalikAl96342285 @sheetal_85goel https://t.co/SG0rRNUArp
159,2022-11-23 15:21:41+00:00,Sheetal83879466,@nvyahu1 शुभ रात्रि बहना 😊
160,2022-11-23 15:20:17+00:00,sheetal07340984,"@ColorsTV @justvoot @TheNishantBhat @sritianne C -only #GashmeerMahajani 
Most entertainmening acts"
161,2022-11-23 15:19:48+00:00,Sheetal83879466,"प्रेम की पहली शर्त

की

प्रेम में कोई शर्त नहीं होती!

#दिल_की_बात शुभ रात्रि 🙏🏻😊❤️ https://t.co/fjKlHX0pNc"
162,2022-11-23 15:19:22+00:00,imlnk,@sheetal_bsakpal @baehaya_aurat Same here
163,2022-11-23 15:18:17+00:00,sheetal_bsakpal,@imlnk @baehaya_aurat Love ke ideas hi toxic the saare. Didn't even know it was abuse at the time.
164,2022-11-23 15:17:34+00:00,sheetal_bsakpal,@loony_madam @baehaya_aurat 🫂💕
165,2022-11-23 15:12:30+00:00,JNJoshi8,@Sheetal_Parekh_ વાહ 👍🌹
166,2022-11-23 15:12:11+00:00,_ShoppingStars,Christmas Chocolate- Special Real Belgian Artisan Chocolate https://t.co/SKwjhKz3Gw via @amazon
167,2022-11-23 15:10:46+00:00,sheetal07340984,@aapkokya3 #GashmeerMahajani 😍
168,2022-11-23 15:10:19+00:00,Sheetal83879466,@Neeti___ शुभ रात्रि नीति 😊
169,2022-11-23 15:08:01+00:00,SheetalJaitly,@volvoshine https://t.co/wXb8JodgtE
170,2022-11-23 15:07:26+00:00,Shitu68179362,"गली में आज चांद निकला 😁
#KaranvirSharma𓇼
#KaranvirSharma
@karanvirsharma9 https://t.co/Zr4adPV4r7"
171,2022-11-23 15:05:38+00:00,_ShoppingStars,"BOGATCHI Merry Christmas BAR, Christmas Chocolate, Christmas Chocolate Gift, Christmas Chocolate BAR, Christmas Gifts Chocolate, 15% Dark Chocolate, 70 G https://t.co/3vTX5gRQBA via @amazon"
172,2022-11-23 15:03:34+00:00,SheetalHiremath,@w_aliaH21 Same same  feeling ...
173,2022-11-23 15:01:26+00:00,SheetalJaitly,@HeyNurseKat @Snowcow79 @eroded1 @Alberta87846145 @RichardBethell @SheilaGunnReid ICUs aren’t filled with unvaccinated- public info if you want to look.  You could keep turning a blind eye but don’t force others to be like you
174,2022-11-23 15:00:55+00:00,SheetalHiremath,@Sarawaqar141 Kyun kyun kyun why are you doing this... plz plz hint dedo... https://t.co/Lh5eeBl4Iw
175,2022-11-23 15:00:09+00:00,SheetalJaitly,Japannnnnnnnnnnnnnn wow wow wow
176,2022-11-23 14:56:55+00:00,sheetalmittal,@_sayema @DDNewslive I’m sure this madarasa chhaap educated woke woman @_sayema didn’t understand the meaning of this Hindi proverb. 🤣
177,2022-11-23 14:55:37+00:00,SheetalPronamo,"Taliban Lashes 2 Women for Music Party in Noristan Province Afghanistan

But for the Sayema,Rana &amp; Arfa  it's their Freedom of Choice to take those lashes https://t.co/fyuHaYIuck"
178,2022-11-23 14:53:59+00:00,SheetalPronamo,@meerutpolice Dhanyawad 🙏❤️❤️
179,2022-11-23 14:53:25+00:00,sarjanshetal,@Aditi_Yadav000_ आज मैनपुरी चुनाव प्रचार में हम भी गए थे
180,2022-11-23 14:51:58+00:00,Sheetal16864347,@GodwokenRises 👋 from pune
181,2022-11-23 14:51:19+00:00,4f78e3f8b2bb482,@surgamc @ArvindKejriwal Arrey kattar besharam hai yeh aadmi. Besharmi se kahega ki EC aur EVM ne haraya hai is ko.
182,2022-11-23 14:50:20+00:00,Sheetal83879466,@Sarlass1008 ॐ नमः शिवाय
183,2022-11-23 14:46:08+00:00,sheetal07340984,"@Gashmeer @SalmanYKhan Aftr jhalak Bhediya,Hindi Movie,Web  tht's  intresting! @Gashmeer is again ready to simultaneously rule  in all mediums of entertainment 😍😇!
2022 Hi tar faqt Suruwat ahe Gashu🤩, ithun pudhe asach chalu rahanar👌
 bcz ""Talent n Work Speaks Louder Than Words""
#GashmeerMahajani https://t.co/DXMAmOHB3a"
184,2022-11-23 14:33:58+00:00,Sheetal83879466,@Bhartiy__ Har Har Mahadev 🙏🏻
185,2022-11-23 14:32:47+00:00,B224Sheetal,@pretty_pallu खूपच खरी वस्तुस्थिती.
186,2022-11-23 14:30:10+00:00,soft_hearted_,@Jigs9978 Sheetal 🤔
187,2022-11-23 14:29:22+00:00,mohanakj,"@nagin_madhu @mastarni_madhu @PiyuEndless @SanskrutiKapoor @itihot_mama @Sheetal_priya7 HEY ROOMKIRANI, IF UR DAD SEES THIS, HE WILL FUCKKKKK UU"
188,2022-11-23 14:29:05+00:00,pandita_sheetal,Made my day https://t.co/JLpQmIjWmQ
189,2022-11-23 14:27:55+00:00,GJyoti,@AmitOffline Characterless girl to ye ha
190,2022-11-23 14:27:09+00:00,abrat2811,@Jigs9978 sheetal kon h
191,2022-11-23 14:26:36+00:00,SheetalJaitly,This is awesome!!! https://t.co/W6fk0sNaYA
192,2022-11-23 14:26:02+00:00,mahuadey20,@sheetal_bsakpal Lol 😂
193,2022-11-23 14:25:29+00:00,pandita_sheetal,@elonmusk Life itself.
194,2022-11-23 14:21:51+00:00,SheetalHiremath,@TeekheTevar Aap ko samaj aya kya.. 😔
195,2022-11-23 14:19:03+00:00,monsheet,@beingarun28 Arun frusta gaya hai
196,2022-11-23 14:18:58+00:00,Sheetal83879466,@bhupenverma71 @ShivShivayee Bolo
197,2022-11-23 14:18:12+00:00,sheetal_bsakpal,@mahuadey20 World War ka faisla😭😭
198,2022-11-23 14:16:16+00:00,SheetalJaitly,"@Snowcow79 @HeyNurseKat @eroded1 @Alberta87846145 @RichardBethell @SheilaGunnReid False again!
However you are okay with front line workers losing their jobs 🤦🏾‍♂️"
199,2022-11-23 14:15:40+00:00,pbszCeW07lv1UvD,@Sheetal_Parekh_ 🌹જય શ્રી કૃષ્ણ🌹🙏🌹 https://t.co/9AcDiSh3Ry
200,2022-11-23 14:14:31+00:00,Sheetal09967737,@Sonali63394077 Bhai priyanka ki bhn or bhai bhi ankit ko support kr rhi h but teri pta nhi kya toxic thinking h uski family se jyada to nhii jante na tum ankit ko...toxic solo
201,2022-11-23 14:13:48+00:00,Sheetal83879466,@bhupenverma71 @ShivShivayee Bolo vj kya h y sb
202,2022-11-23 14:13:46+00:00,SheetalJaitly,@HeyNurseKat @Snowcow79 @eroded1 @Alberta87846145 @RichardBethell @SheilaGunnReid The vaccine doesn’t prevent spread 🤦🏾‍♂️
203,2022-11-23 14:13:24+00:00,Sheetal10482300,@Kashmirclarion @KhanRaqeeqJKAP @YouTube @regionalnewsage @Apnipartyonline @AltafBukhari01 Apni Party Zindabad
204,2022-11-23 14:11:48+00:00,Sheetal26555997,"#भगवदगीता_के_गूढ़_रहस्य
To know more information must watch sadhna tv at 07.30 pm https://t.co/1HvUvWbmIm"
205,2022-11-23 14:11:02+00:00,Sheetal26555997,"#भगवदगीता_के_गूढ़_रहस्य
To know must read sacred book "" Gyan Ganga"".
Must visit our website https://t.co/hFWmCMD5Y6 https://t.co/UEaYr6qklY"
206,2022-11-23 14:10:27+00:00,Sheetal10482300,@republic @AltafBukhari01 Altaf Bukhari Ji Zindabad
207,2022-11-23 14:09:59+00:00,Sheetal10482300,@republic @KhanRaqeeqJKAP @AltafBukhari01 Apni Party Zindabad
208,2022-11-23 14:09:49+00:00,Sheetal10482300,@republic @KhanRaqeeqJKAP @AltafBukhari01 Altaf Bukhari Ji Zindabad
209,2022-11-23 14:09:45+00:00,Sheetal10482300,@republic @KhanRaqeeqJKAP @AltafBukhari01 Apni Party Zindabad
210,2022-11-23 14:07:43+00:00,Sheetal83916390,"@ksoochilling There are some lines..when Zhang shui changed her sandel, Shi yan asked her ""why is she so short""..Zhang shui told him ""this is a physical attack,so what I am short,bus conductor still takes fees as an adult from me🫤🫤"""
211,2022-11-23 14:05:04+00:00,KirtibhaiThakk3,@Sheetal_Parekh_ 👍👍👍
212,2022-11-23 14:03:34+00:00,Shitalhitesh03,@arbi_kp @fahmaankhan Ab mon to fri rat ko 8 baje no disturbance only Ravi Randhava ♥️♥️♥️♥️
213,2022-11-23 14:03:17+00:00,Sheetegiin,Video below gave me goosebumps…
214,2022-11-23 14:02:39+00:00,sheetal18232400,@NimeshrKotadiya @SuryansMisra Khus
215,2022-11-23 14:02:35+00:00,sheetal18232400,@NimeshrKotadiya @SuryansMisra 😃
216,2022-11-23 14:00:34+00:00,ajeet4399,@RubiDilaik Madam aesa kuchh baat nhi h . Hum to bs itna jante h k aapke upr sheetal mate ka haath h or colour tv k Bahu ho. Itna hi mujhe pta h bs
217,2022-11-23 13:59:25+00:00,SheetalJaitly,@RichardBethell @Snowcow79 @eroded1 @Alberta87846145 @HeyNurseKat @SheilaGunnReid Completely false!!!!!
218,2022-11-23 13:58:36+00:00,SheetalJaitly,@Snowcow79 @eroded1 @Alberta87846145 @HeyNurseKat @RichardBethell @SheilaGunnReid Drive to another country? Or drive in the winter 5 days across this country. I’m sorry these people were fighting for their rights.  They weren’t doing anything to tell you how to live- they wanted their personal choice
219,2022-11-23 13:58:30+00:00,YetToBeNamed_,Anbe Ann Sheetal😍 https://t.co/oQfw79ywgu
220,2022-11-23 13:58:13+00:00,Sheetal10482300,@republic @KhanRaqeeqJKAP @AltafBukhari01 Next CM will be Altaf Bukhari Ji.
221,2022-11-23 13:54:13+00:00,SheetalJaitly,@Snowcow79 @eroded1 @Alberta87846145 @HeyNurseKat @RichardBethell @SheilaGunnReid Over their own medical choice? People couldn’t take a plane or a train to see loved ones? Cmon stop being a troll
222,2022-11-23 13:51:41+00:00,shriteju33,"@NizumNoshin @Basskaroyarr Did I say troops r saint.
..but u do claim squads r innocent...anyways the tweet about dahej came because squads say teja got nagin and she won because of sheetal the same sheetal who gave kk two shows on colors..."
